,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,Year,corn_yield_per_acre,corn_price_per_bushel,land_rental_price,corn_planted_acres,year,total_rain,rain_days,max_temp,min_temp,max_wind,too_cold_days,too_hot_days
17729,GREENE,Greene,Greene County,17061,IL,ILLINOIS,39.3562,-90.3905,12988,2014,198.8,3.71,211.0,"115,800",2014.0,0.0,0.0,93.92,38.3,,14.0,0.0
17730,GREENE,Greene,Greene County,17061,IL,ILLINOIS,39.3562,-90.3905,12988,2014,198.8,3.71,27.0,"115,800",2014.0,0.0,0.0,93.92,38.3,,14.0,0.0
17731,GREENE,Greene,Greene County,17061,IL,ILLINOIS,39.3562,-90.3905,12988,2013,167.4,4.52,211.0,"110,000",2013.0,2.0196850393700787,1.0,98.06,40.1,,11.0,3.0
17732,GREENE,Greene,Greene County,17061,IL,ILLINOIS,39.3562,-90.3905,12988,2012,103.4,6.87,234.0,"122,000",2012.0,0.0,0.0,103.46,40.82,,11.0,12.0
17733,GREENE,Greene,Greene County,17061,IL,ILLINOIS,39.3562,-90.3905,12988,2012,103.4,6.87,24.5,"122,000",2012.0,0.0,0.0,103.46,40.82,,11.0,12.0
17734,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2021,178.5,5.7,42.5,"6,290",2021.0,17.06692913385827,75.0,95.18,35.6,,22.0,1.0
17735,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2021,178.5,5.7,26.5,"6,290",2021.0,17.06692913385827,75.0,95.18,35.6,,22.0,1.0
17736,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2020,80.0,5.1,38.0,"5,790",2020.0,0.0,0.0,89.6,28.4,,7.0,0.0
17737,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2020,80.0,5.1,22.5,"5,790",2020.0,0.0,0.0,89.6,28.4,,7.0,0.0
17738,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2019,106.0,4.1,39.5,"4,300",,,,,,,,
17739,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2019,106.0,4.1,26.5,"4,300",,,,,,,,
17740,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2018,148.3,4.06,,"4,620",,,,,,,,
17741,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2017,134.0,3.96,37.5,"4,270",,,,,,,,
17742,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2017,134.0,3.96,24.0,"4,270",,,,,,,,
17743,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2016,128.9,4.0,33.0,"3,870",,,,,,,,
17744,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2016,128.9,4.0,25.0,"3,870",,,,,,,,
17745,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2015,153.4,4.05,,"3,650",,,,,,,,
17746,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2014,126.7,3.9,33.0,"3,000",,,,,,,,
17747,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2014,126.7,3.9,23.0,"3,000",,,,,,,,
17748,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2013,132.4,4.8,32.5,"4,100",,,,,,,,
17749,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2013,132.4,4.8,20.5,"4,100",,,,,,,,
17750,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2012,35.8,7.3,27.5,"1,900",,,,,,,,
17751,AMELIA,Amelia,Amelia County,51007,VA,VIRGINIA,37.336,-77.9761,12970,2012,35.8,7.3,17.5,"1,900",,,,,,,,
17752,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2021,196.6,5.8,149.0,"5,040",,,,,,,,
17753,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2021,196.6,5.8,57.0,"5,040",,,,,,,,
17754,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2021,196.6,5.8,26.0,"5,040",,,,,,,,
17755,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2020,190.3,5.08,161.0,"4,650",,,,,,,,
17756,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2020,190.3,5.08,54.5,"4,650",,,,,,,,
17757,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2020,190.3,5.08,26.5,"4,650",,,,,,,,
17758,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2019,177.0,4.53,160.0,"4,400",,,,,,,,
17759,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2019,177.0,4.53,55.0,"4,400",,,,,,,,
17760,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2019,177.0,4.53,28.0,"4,400",,,,,,,,
17761,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2018,186.2,4.35,,"3,400",,,,,,,,
17762,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2015,191.9,3.9,,"2,850",,,,,,,,
17763,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2014,190.6,4.17,135.0,"3,200",,,,,,,,
17764,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2014,190.6,4.17,58.0,"3,200",,,,,,,,
17765,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2013,173.0,5.17,40.0,"5,000",,,,,,,,
17766,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2013,173.0,5.17,20.0,"5,000",,,,,,,,
17767,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2012,189.7,7.9,48.0,"3,900",,,,,,,,
17768,BLECKLEY,Bleckley,Bleckley County,13023,GA,GEORGIA,32.4344,-83.3279,12870,2012,189.7,7.9,19.0,"3,900",,,,,,,,
17769,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2021,194.5,5.35,141.0,"18,900",2021.0,23.236220472440948,55.0,96.98,42.08,,12.0,4.0
17770,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2021,194.5,5.35,17.5,"18,900",2021.0,23.236220472440948,55.0,96.98,42.08,,12.0,4.0
17771,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2020,174.6,4.52,121.0,"16,900",2020.0,3.5,14.0,95.0,33.98,,9.0,0.0
17772,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2018,194.0,3.84,,"15,000",2018.0,2.834645669291339,10.0,96.98,44.06,,1.0,1.0
17773,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2017,186.9,3.69,110.0,"15,300",2017.0,3.4094488188976384,10.0,96.98,41.0,,7.0,2.0
17774,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2017,186.9,3.69,17.0,"15,300",2017.0,3.4094488188976384,10.0,96.98,41.0,,7.0,2.0
17775,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2016,134.4,3.74,115.0,"16,300",2016.0,2.106299212598425,15.0,95.0,41.0,,10.0,0.0
17776,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2016,134.4,3.74,14.5,"16,300",2016.0,2.106299212598425,15.0,95.0,41.0,,10.0,0.0
17777,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2015,159.5,3.88,,"15,500",2015.0,2.1377952755905514,7.0,96.98,39.92,,8.0,1.0
17778,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2014,170.4,3.94,110.0,"18,500",2014.0,0.4881889763779527,3.0,95.0,42.08,,11.0,0.0
17779,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2014,170.4,3.94,15.0,"18,500",2014.0,0.4881889763779527,3.0,95.0,42.08,,11.0,0.0
17780,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2013,172.5,4.67,15.0,"19,000",2013.0,5.255905511811023,16.0,96.98,41.0,,8.0,1.0
17781,BUTLER,Butler,Butler County,21031,KY,KENTUCKY,37.2073,-86.6817,12756,2012,105.3,6.96,128.0,"18,700",2012.0,2.9055118110236213,9.0,109.04,39.92,,6.0,20.0
17782,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2021,138.5,5.6,189.0,"115,200",2021.0,20.519685039370085,62.0,98.6,28.4,,30.0,2.0
17783,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2021,138.5,5.6,64.0,"115,200",2021.0,20.519685039370085,62.0,98.6,28.4,,30.0,2.0
17784,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2020,184.2,4.37,181.0,"107,100",2020.0,0.0,0.0,91.4,32.0,,33.0,0.0
17785,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2020,184.2,4.37,67.0,"107,100",2020.0,0.0,0.0,91.4,32.0,,33.0,0.0
17786,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2019,144.5,3.32,193.0,"68,500",2019.0,0.0,0.0,93.2,32.0,,28.0,0.0
17787,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2018,192.7,3.38,,"109,700",2018.0,0.0,0.0,91.4,32.0,,22.0,0.0
17788,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2017,183.8,3.09,166.0,"117,000",2017.0,0.0,0.0,93.2,32.0,,39.0,0.0
17789,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2016,191.7,3.09,193.0,"118,600",2016.0,0.0,0.0,91.4,30.2,,30.0,0.0
17790,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2016,191.7,3.09,62.0,"118,600",2016.0,0.0,0.0,91.4,30.2,,30.0,0.0
17791,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2015,176.9,3.3,,"115,400",2015.0,0.0,0.0,93.2,32.0,,34.0,0.0
17792,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2014,170.9,3.34,177.0,"121,800",2014.0,0.0,0.0,87.80000000000003,26.6,,39.0,0.0
17793,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2014,170.9,3.34,63.5,"121,800",2014.0,0.0,0.0,87.80000000000003,26.6,,39.0,0.0
17794,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2013,157.2,4.05,158.0,"126,600",2013.0,0.0,0.0,91.4,23.0,,34.0,0.0
17795,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2013,157.2,4.05,51.5,"126,600",2013.0,0.0,0.0,91.4,23.0,,34.0,0.0
17796,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2012,126.0,6.72,159.0,"128,100",2012.0,0.0,0.0,96.8,39.2,,16.0,1.0
17797,LAKE,Lake,Lake County,46079,SD,SOUTH DAKOTA,44.022,-97.1294,12747,2012,126.0,6.72,44.0,"128,100",2012.0,0.0,0.0,96.8,39.2,,16.0,1.0
17798,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2021,148.5,5.35,49.5,"5,810",2021.0,16.448818897637793,78.0,92.12,27.32,,49.0,0.0
17799,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2020,119.8,4.72,34.0,"5,100",2020.0,0.0,0.0,91.76,24.26,,49.0,0.0
17800,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2019,126.8,3.73,42.0,"4,100",2019.0,0.0,0.0,90.86,28.04,,64.0,0.0
17801,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2018,119.8,3.72,,"4,300",2018.0,0.0,0.0,94.64,27.86,,42.0,0.0
17802,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2016,117.8,3.44,35.5,"4,500",2016.0,0.0,0.0,89.42,30.92,,38.0,0.0
17803,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2015,119.1,3.63,,"5,500",2015.0,0.0,0.0,93.38,30.92,,39.0,0.0
17804,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2014,140.8,3.65,36.5,"5,300",2014.0,0.0,0.0,87.98,29.84,,34.0,0.0
17805,PRESQUE ISLE,Presque Isle,Presque Isle County,26141,MI,MICHIGAN,45.3401,-83.91799999999999,12687,2012,137.6,6.69,28.0,"5,800",2012.0,0.0,0.0,94.82,32.18,,45.0,0.0
17806,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2021,198.9,5.35,142.0,"31,200",,,,,,,,
17807,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2021,198.9,5.35,34.0,"31,200",,,,,,,,
17808,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2020,187.6,4.52,156.0,"29,000",,,,,,,,
17809,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2020,187.6,4.52,31.5,"29,000",,,,,,,,
17810,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2019,173.0,3.92,162.0,"34,500",,,,,,,,
17811,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2019,173.0,3.92,33.0,"34,500",,,,,,,,
17812,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2018,163.0,3.84,,"26,500",,,,,,,,
17813,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2017,179.7,3.69,180.0,"32,600",,,,,,,,
17814,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2017,179.7,3.69,156.0,"32,600",,,,,,,,
17815,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2017,179.7,3.69,32.5,"32,600",,,,,,,,
17816,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2016,139.0,3.74,30.0,"33,500",,,,,,,,
17817,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2015,161.2,3.88,,"32,300",,,,,,,,
17818,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2014,151.2,3.94,138.0,"31,600",,,,,,,,
17819,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2014,151.2,3.94,32.5,"31,600",,,,,,,,
17820,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2013,173.0,4.67,137.0,"31,300",,,,,,,,
17821,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2013,173.0,4.67,33.0,"31,300",,,,,,,,
17822,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2012,51.1,6.96,131.0,"31,800",,,,,,,,
17823,CALDWELL,Caldwell,Caldwell County,21033,KY,KENTUCKY,37.1453,-87.8679,12679,2012,51.1,6.96,37.5,"31,800",,,,,,,,
17824,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2021,148.2,5.95,90.0,"12,000",2021.0,28.38188976377953,69.0,95.0,44.96,,7.0,0.0
17825,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2020,119.1,4.7,76.0,"16,100",2020.0,2.0157480314960634,8.0,96.08,39.02,,7.0,1.0
17826,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2019,147.0,4.41,75.0,"16,400",2019.0,0.6889763779527559,4.0,98.06,51.08,,0.0,7.0
17827,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2018,122.4,4.39,,"14,400",2018.0,4.511811023622046,13.0,95.0,50.0,,0.0,0.0
17828,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2017,167.7,4.24,80.0,"15,500",2017.0,3.9842519685039366,9.0,95.0,44.96,,2.0,0.0
17829,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2016,146.3,4.07,83.0,"13,500",2016.0,3.736220472440946,13.0,96.08,46.94,,1.0,3.0
17830,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2015,136.0,4.32,,"15,200",2015.0,7.598425196850394,8.0,98.96,44.96,,2.0,4.0
17831,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2014,147.5,4.19,73.0,"16,700",2014.0,2.2834645669291342,8.0,96.98,48.02,,1.0,2.0
17832,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2013,143.1,4.96,56.0,"17,500",2013.0,1.4251968503937007,14.0,98.06,46.04,,2.0,1.0
17833,PAMLICO,Pamlico,Pamlico County,37137,NC,NORTH CAROLINA,35.1435,-76.7407,12673,2012,138.1,7.48,56.5,"17,000",2012.0,4.251968503937008,10.0,98.96,50.0,,0.0,8.0
17834,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2021,193.2,5.45,248.0,"169,100",2021.0,31.24015748031496,73.0,102.2,32.0,,28.0,1.0
17835,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2021,193.2,5.45,45.5,"169,100",2021.0,31.24015748031496,73.0,102.2,32.0,,28.0,1.0
17836,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2020,186.0,4.64,233.0,"185,100",2020.0,0.0,0.0,98.6,26.6,,29.0,1.0
17837,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2019,197.0,3.5,234.0,"185,000",2019.0,0.0,0.0,93.2,35.6,,22.0,0.0
17838,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2018,180.5,3.59,,"179,500",2018.0,0.0,0.0,100.4,32.0,,7.0,2.0
17839,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2017,206.9,3.31,242.0,"182,400",2017.0,0.0,0.0,93.2,35.6,,25.0,0.0
17840,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2017,206.9,3.31,45.5,"182,400",2017.0,0.0,0.0,93.2,35.6,,25.0,0.0
17841,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2016,200.2,3.3,252.0,"198,000",2016.0,0.0,0.0,95.0,32.0,,18.0,0.0
17842,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2016,200.2,3.3,46.0,"198,000",2016.0,0.0,0.0,95.0,32.0,,18.0,0.0
17843,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2015,198.4,3.52,,"176,900",2015.0,0.0,0.0,96.8,37.4,,22.0,1.0
17844,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2014,169.4,3.71,286.0,"183,500",2014.0,0.0,0.0,89.6,32.0,,25.0,0.0
17845,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2013,168.8,4.49,274.0,"173,500",2013.0,0.0,0.0,98.6,32.0,,27.0,1.0
17846,WRIGHT,Wright,Wright County,19197,IA,IOWA,42.7331,-93.7351,12644,2012,153.7,6.92,260.0,"187,400",2012.0,0.0,0.0,96.8,24.8,,33.0,4.0
17847,SUMTER,Sumter,Sumter County,1119,AL,ALABAMA,32.5911,-88.1988,12595,2014,165.0,3.75,17.5,200,2014.0,0.0,0.0,97.52,51.62000000000001,,0.0,8.0
17848,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2021,117.6,5.55,49.0,"33,100",2021.0,21.89763779527559,76.0,96.8,39.2,,14.0,4.0
17849,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2021,117.6,5.55,25.0,"33,100",2021.0,21.89763779527559,76.0,96.8,39.2,,14.0,4.0
17850,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2020,108.3,4.35,48.5,"33,000",2020.0,0.0,0.0,95.0,35.6,,10.0,0.0
17851,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2020,108.3,4.35,22.5,"33,000",2020.0,0.0,0.0,95.0,35.6,,10.0,0.0
17852,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2018,116.4,3.58,,"29,490",,,,,,,,
17853,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2017,125.4,3.28,49.5,"28,290",,,,,,,,
17854,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2017,125.4,3.28,20.5,"28,290",,,,,,,,
17855,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2015,128.5,3.69,,"31,390",,,,,,,,
17856,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2014,150.8,3.78,46.5,"31,400",,,,,,,,
17857,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2014,150.8,3.78,20.0,"31,400",,,,,,,,
17858,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2013,100.1,4.49,40.0,"27,200",,,,,,,,
17859,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2013,100.1,4.49,18.0,"27,200",,,,,,,,
17860,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2012,37.4,7.04,43.5,"35,500",,,,,,,,
17861,ALLEN,Allen,Allen County,20001,KS,KANSAS,37.8857,-95.3014,12503,2012,37.4,7.04,18.5,"35,500",,,,,,,,
17862,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2020,172.7,4.65,218.0,"92,900",2020.0,0.0,0.0,93.2,26.6,,31.0,0.0
17863,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2020,172.7,4.65,182.0,"92,900",2020.0,0.0,0.0,93.2,26.6,,31.0,0.0
17864,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2019,161.0,3.84,228.0,"97,500",2019.0,0.0,0.0,91.4,35.6,,29.0,0.0
17865,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2019,161.0,3.84,197.0,"97,500",2019.0,0.0,0.0,91.4,35.6,,29.0,0.0
17866,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2018,169.1,3.78,,"97,000",2018.0,0.0,0.0,95.0,37.4,,14.0,0.0
17867,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2017,186.2,3.56,187.0,"94,000",2017.0,0.0,0.0,91.4,30.2,,33.0,0.0
17868,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2016,158.8,3.63,262.0,"97,000",2016.0,0.0,0.0,91.4,33.8,,23.0,0.0
17869,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2016,158.8,3.63,185.0,"97,000",2016.0,0.0,0.0,91.4,33.8,,23.0,0.0
17870,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2015,109.7,3.92,,"103,000",2015.0,0.0,0.0,89.6,32.0,,22.0,0.0
17871,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2014,155.7,3.75,279.0,"110,500",2014.0,0.0,0.0,90.68,35.6,,45.0,0.0
17872,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2014,155.7,3.75,200.0,"110,500",2014.0,0.0,0.0,90.68,35.6,,45.0,0.0
17873,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2013,163.0,4.47,237.0,"119,000",2013.0,0.0,0.0,96.08,32.54,,31.0,2.0
17874,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2013,163.0,4.47,165.0,"119,000",2013.0,0.0,0.0,96.08,32.54,,31.0,2.0
17875,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2012,110.9,7.23,250.0,"118,000",2012.0,0.0,0.0,98.6,32.0,,25.0,4.0
17876,PULASKI,Pulaski,Pulaski County,18131,IN,INDIANA,41.0418,-86.6988,12482,2012,110.9,7.23,163.0,"118,000",2012.0,0.0,0.0,98.6,32.0,,25.0,4.0
17877,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2021,172.3,5.45,164.0,"32,200",,,,,,,,
17878,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2021,172.3,5.45,31.5,"32,200",,,,,,,,
17879,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2020,143.6,4.64,168.0,"29,600",,,,,,,,
17880,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2020,143.6,4.64,37.5,"29,600",,,,,,,,
17881,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2019,166.8,3.5,156.0,"29,300",,,,,,,,
17882,APPANOOSE,Appanoose,Appanoose County,19007,IA,IOWA,40.7432,-92.8686,12462,2019,166.8,3.5,45.0,"29,300",,,,,,,,
